LineId,Device,day,month,year,Time,ms,Content,EventId,EventTemplate,ParameterList
4107,cup,03,04,2020,19:18:42,317075,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54560 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54560', '-> 192.168.10.154:80']"
4108,cup,03,04,2020,19:18:42,321199,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54562 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54562', '-> 192.168.10.154:80']"
4109,cup,03,04,2020,19:18:42,322228,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54564 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54564', '-> 192.168.10.154:80']"
4110,cup,03,04,2020,19:18:42,324124,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54566 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54566', '-> 192.168.10.154:80']"
4111,cup,03,04,2020,19:18:42,325931,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54568 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54568', '-> 192.168.10.154:80']"
4112,cup,03,04,2020,19:18:42,328137,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54570 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54570', '-> 192.168.10.154:80']"
4113,cup,03,04,2020,19:18:42,330050,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54572 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54572', '-> 192.168.10.154:80']"
4114,cup,03,04,2020,19:18:42,332158,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54574 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54574', '-> 192.168.10.154:80']"
4115,cup,03,04,2020,19:18:42,334723,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54576 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54576', '-> 192.168.10.154:80']"
4116,cup,03,04,2020,19:18:42,336907,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54578 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54578', '-> 192.168.10.154:80']"
4117,cup,03,04,2020,19:18:42,338506,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54580 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54580', '-> 192.168.10.154:80']"
4118,cup,03,04,2020,19:18:42,340448,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54582 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54582', '-> 192.168.10.154:80']"
4119,cup,03,04,2020,19:18:42,342261,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54584 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54584', '-> 192.168.10.154:80']"
4120,cup,03,04,2020,19:18:42,343817,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54586 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54586', '-> 192.168.10.154:80']"
4121,cup,03,04,2020,19:18:42,345488,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54588 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54588', '-> 192.168.10.154:80']"
4122,cup,03,04,2020,19:18:42,347038,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54590 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54590', '-> 192.168.10.154:80']"
4123,cup,03,04,2020,19:18:42,349475,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54592 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54592', '-> 192.168.10.154:80']"
4124,cup,03,04,2020,19:18:42,351344,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54594 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54594', '-> 192.168.10.154:80']"
4125,cup,03,04,2020,19:18:42,352812,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54596 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54596', '-> 192.168.10.154:80']"
4126,cup,03,04,2020,19:18:42,354902,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54598 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54598', '-> 192.168.10.154:80']"
4127,cup,03,04,2020,19:18:42,356898,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54600 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54600', '-> 192.168.10.154:80']"
4128,cup,03,04,2020,19:18:42,358873,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54602 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54602', '-> 192.168.10.154:80']"
4129,cup,03,04,2020,19:18:42,361029,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54604 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54604', '-> 192.168.10.154:80']"
4130,cup,03,04,2020,19:18:42,363012,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54606 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54606', '-> 192.168.10.154:80']"
4131,cup,03,04,2020,19:18:42,365118,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54608 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54608', '-> 192.168.10.154:80']"
4132,cup,03,04,2020,19:18:42,373302,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54610 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54610', '-> 192.168.10.154:80']"
4133,cup,03,04,2020,19:18:42,375432,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54612 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54612', '-> 192.168.10.154:80']"
4134,cup,03,04,2020,19:18:42,377162,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54614 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54614', '-> 192.168.10.154:80']"
4135,cup,03,04,2020,19:18:42,379903,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54616 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54616', '-> 192.168.10.154:80']"
4136,cup,03,04,2020,19:18:42,381744,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54618 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54618', '-> 192.168.10.154:80']"
4137,cup,03,04,2020,19:18:42,383463,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54620 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54620', '-> 192.168.10.154:80']"
4138,cup,03,04,2020,19:18:42,385210,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54622 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54622', '-> 192.168.10.154:80']"
4139,cup,03,04,2020,19:18:42,387515,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54624 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54624', '-> 192.168.10.154:80']"
4140,cup,03,04,2020,19:18:42,389003,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54626 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54626', '-> 192.168.10.154:80']"
4141,cup,03,04,2020,19:18:42,390847,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54628 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54628', '-> 192.168.10.154:80']"
4142,cup,03,04,2020,19:18:42,393731,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54630 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54630', '-> 192.168.10.154:80']"
4143,cup,03,04,2020,19:18:42,395675,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54632 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54632', '-> 192.168.10.154:80']"
4144,cup,03,04,2020,19:18:42,397244,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54634 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54634', '-> 192.168.10.154:80']"
4145,cup,03,04,2020,19:18:42,398927,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54636 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54636', '-> 192.168.10.154:80']"
4146,cup,03,04,2020,19:18:42,402319,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54638 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54638', '-> 192.168.10.154:80']"
4147,cup,03,04,2020,19:18:42,403935,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54640 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54640', '-> 192.168.10.154:80']"
4148,cup,03,04,2020,19:18:42,405783,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54642 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54642', '-> 192.168.10.154:80']"
4149,cup,03,04,2020,19:18:42,408516,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54644 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54644', '-> 192.168.10.154:80']"
4150,cup,03,04,2020,19:18:42,411590,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54646 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54646', '-> 192.168.10.154:80']"
4151,cup,03,04,2020,19:18:42,413192,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54648 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54648', '-> 192.168.10.154:80']"
4152,cup,03,04,2020,19:18:42,424259,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54650 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54650', '-> 192.168.10.154:80']"
4153,cup,03,04,2020,19:18:42,426224,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54652 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54652', '-> 192.168.10.154:80']"
4154,cup,03,04,2020,19:18:42,428624,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54654 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54654', '-> 192.168.10.154:80']"
4155,cup,03,04,2020,19:18:42,430241,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54656 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54656', '-> 192.168.10.154:80']"
4156,cup,03,04,2020,19:18:42,431741,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54658 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54658', '-> 192.168.10.154:80']"
4157,cup,03,04,2020,19:18:42,433369,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54660 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54660', '-> 192.168.10.154:80']"
4158,cup,03,04,2020,19:18:42,435074,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54662 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54662', '-> 192.168.10.154:80']"
4159,cup,03,04,2020,19:18:42,436527,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54664 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54664', '-> 192.168.10.154:80']"
4160,cup,03,04,2020,19:18:42,438164,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54666 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54666', '-> 192.168.10.154:80']"
4161,cup,03,04,2020,19:18:42,439650,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54668 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54668', '-> 192.168.10.154:80']"
4162,cup,03,04,2020,19:18:42,442147,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:54670 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:54670', '-> 192.168.10.154:80']"
